whrswk,hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region
32.0,yes,yes,yes,13-15years,white,no,2.0,1.0,0.0,16.5,other
40.0,no,yes,no,13-15years,white,no,38.0,,,0.0,south
0.0,no,no,no,12years,white,no,36.0,,,0.0,northcentral
38.0,no,yes,no,13-15years,black,no,15.0,0.0,2.0,6.5,other
32.0,no,yes,yes,12years,,no,29.0,0.0,0.0,48.0,south
40.0,no,yes,yes,13-15years,white,no,6.0,0.0,0.0,18.7,south
0.0,no,no,no,16years,white,no,10.0,2.0,0.0,17.0,northcentral
40.0,no,no,no,13-15years,white,no,10.0,1.0,0.0,35.0,south
40.0,no,yes,yes,12years,white,no,25.0,0.0,0.0,23.0,south
20.0,yes,yes,yes,12years,white,no,33.0,0.0,0.0,8.5,northcentral
45.0,yes,no,yes,13-15years,white,no,18.0,0.0,2.0,24.0,west
40.0,yes,yes,yes,12years,white,no,10.0,,,22.0,south
0.0,yes,no,yes,12years,white,no,31.0,0.0,1.0,35.0,northcentral
0.0,yes,no,yes,12years,white,no,35.0,0.0,0.0,46.6,northcentral
35.0,yes,no,yes,16years,white,no,17.0,1.0,1.0,52.0,south
40.0,yes,no,yes,12years,white,no,23.0,0.0,1.0,99.999,west
0.0,no,no,no,<9years,white,yes,31.0,0.0,1.0,0.0,west
40.0,no,yes,no,13-15years,white,no,18.0,,,0.0,northcentral
37.0,yes,no,yes,16years,white,no,23.0,0.0,1.0,62.0,northcentral
0.0,yes,no,yes,12years,white,no,6.0,2.0,0.0,18.5,south
0.0,yes,no,yes,12years,white,no,13.0,,,92.0,south
35.0,yes,no,yes,12years,white,no,24.0,0.0,1.0,36.0,west
48.0,yes,yes,yes,12years,white,no,12.0,0.0,3.0,25.711,northcentral
20.0,yes,no,yes,>16years,white,no,20.0,1.0,1.0,80.0,other
45.0,yes,no,yes,13-15years,white,no,9.0,,,45.0,northcentral
40.0,yes,no,yes,13-15years,white,no,17.0,2.0,0.0,30.0,south
0.0,no,no,no,12years,white,no,26.0,0.0,0.0,0.0,other
45.0,no,yes,no,16years,white,no,6.0,0.0,0.0,21.0,other
35.0,no,yes,yes,>16years,white,yes,19.0,0.0,1.0,99.999,south
40.0,yes,no,yes,12years,white,no,23.0,0.0,0.0,28.0,south
40.0,yes,no,yes,13-15years,,no,39.0,0.0,0.0,0.0,south
0.0,no,no,yes,16years,white,no,38.0,0.0,0.0,99.999,west
40.0,no,yes,no,16years,white,no,17.0,2.0,2.0,43.0,northcentral
40.0,yes,no,yes,13-15years,white,no,24.0,0.0,2.0,0.0,other
40.0,yes,yes,yes,16years,white,no,6.0,0.0,0.0,28.7,south
0.0,yes,no,yes,12years,,yes,13.0,1.0,1.0,39.0,other
40.0,yes,no,yes,16years,black,no,25.0,0.0,0.0,40.0,other
36.0,no,yes,no,12years,white,no,26.0,0.0,3.0,0.0,northcentral
0.0,yes,no,yes,9-11years,white,no,41.5,0.0,1.0,4.0,northcentral
0.0,yes,no,yes,13-15years,white,no,8.0,2.0,0.0,55.0,northcentral
0.0,no,no,no,<9years,white,yes,17.0,,,13.0,south
0.0,no,no,no,12years,white,no,20.0,0.0,1.0,0.0,west
28.0,no,yes,no,13-15years,white,no,15.0,,,16.9,south
0.0,no,yes,yes,12years,,no,21.0,1.0,1.0,25.0,south
40.0,yes,yes,yes,13-15years,white,no,29.0,,,46.413,northcentral
40.0,yes,yes,yes,16years,white,no,5.0,0.0,0.0,62.0,west
40.0,no,yes,yes,9-11years,white,no,18.5,0.0,2.0,20.0,other
40.0,yes,no,yes,16years,,yes,6.0,0.0,0.0,26.0,south
35.0,no,no,no,12years,white,no,13.0,,,13.8,south
46.0,yes,yes,yes,9-11years,white,no,14.5,0.0,0.0,35.0,south
18.0,no,no,no,12years,white,no,36.0,0.0,0.0,0.0,northcentral
0.0,yes,no,yes,12years,white,no,12.0,2.0,1.0,18.0,other
0.0,no,no,no,12years,white,no,24.0,0.0,0.0,0.0,other
0.0,yes,no,yes,<9years,white,yes,33.0,0.0,2.0,19.0,west
40.0,no,yes,no,12years,white,no,5.0,0.0,0.0,0.0,south
40.0,no,yes,yes,13-15years,white,no,26.0,0.0,2.0,54.0,northcentral
40.0,no,yes,yes,>16years,white,no,18.0,0.0,2.0,99.999,south
0.0,yes,no,yes,9-11years,,no,5.5,,,24.0,northcentral
0.0,yes,no,yes,<9years,white,yes,18.0,2.0,2.0,30.0,west
32.0,no,no,no,9-11years,white,yes,30.5,0.0,1.0,7.257,west
0.0,yes,no,yes,<9years,white,no,48.0,0.0,0.0,25.48,west
50.0,no,yes,no,>16years,other,no,15.0,1.0,0.0,0.0,south
30.0,no,no,no,12years,white,no,29.0,0.0,1.0,23.86,west
40.0,yes,no,yes,>16years,white,no,24.0,,,86.0,northcentral
40.0,yes,no,yes,12years,white,yes,7.0,1.0,0.0,19.0,other
40.0,no,yes,yes,>16years,white,no,7.0,0.0,0.0,36.687,northcentral
0.0,yes,no,yes,9-11years,white,no,13.5,1.0,0.0,24.0,south
40.0,yes,no,yes,>16years,white,no,22.0,0.0,0.0,45.0,other
35.0,no,yes,yes,13-15years,black,no,10.0,2.0,0.0,12.0,south
35.0,yes,no,yes,16years,white,no,10.0,2.0,0.0,99.999,other
40.0,no,yes,no,9-11years,,yes,24.5,1.0,1.0,0.0,other
0.0,yes,no,yes,16years,white,no,17.0,1.0,1.0,65.0,other
0.0,yes,no,yes,12years,white,no,35.0,0.0,0.0,60.0,south
40.0,no,no,no,>16years,white,no,16.0,0.0,0.0,0.0,west
40.0,yes,no,yes,12years,white,no,11.0,0.0,0.0,17.0,south
0.0,no,no,no,13-15years,white,no,29.0,0.0,2.0,26.0,south
21.0,yes,no,yes,16years,white,no,23.0,0.0,2.0,60.0,south
32.0,no,yes,no,13-15years,white,no,38.0,,,32.0,west
40.0,yes,yes,yes,13-15years,white,yes,30.0,0.0,0.0,30.0,west
40.0,no,yes,no,16years,white,no,10.0,0.0,2.0,25.0,other
40.0,no,no,no,12years,white,no,28.0,2.0,0.0,30.0,other
40.0,no,no,no,16years,white,no,30.0,0.0,0.0,22.0,west
0.0,yes,no,yes,12years,white,no,24.0,0.0,4.0,85.0,other
33.0,no,no,no,12years,white,no,6.0,,,13.0,northcentral
35.0,no,yes,no,12years,white,yes,12.0,1.0,0.0,8.0,west
32.0,yes,yes,yes,12years,white,no,41.0,0.0,0.0,0.0,northcentral
40.0,yes,yes,yes,12years,white,no,40.0,1.0,0.0,15.4,other
0.0,no,yes,no,12years,white,no,36.0,0.0,0.0,0.0,west
40.0,yes,yes,yes,12years,white,no,32.0,0.0,0.0,99.999,south
42.0,no,no,no,13-15years,white,no,15.0,1.0,2.0,18.0,west
15.0,no,no,no,9-11years,black,yes,45.5,0.0,0.0,0.0,south
40.0,yes,yes,yes,>16years,,no,35.0,0.0,0.0,76.685,other
38.0,yes,no,yes,12years,white,no,23.0,0.0,2.0,35.0,other
40.0,no,no,no,13-15years,white,no,23.0,0.0,0.0,38.0,south
40.0,no,no,no,12years,white,no,31.0,0.0,1.0,0.0,south
43.0,yes,no,yes,13-15years,,no,12.0,0.0,0.0,26.0,northcentral
50.0,yes,no,yes,12years,white,no,21.0,0.0,1.0,35.0,west
40.0,yes,yes,yes,16years,white,no,19.0,0.0,2.0,42.66,west
40.0,yes,no,yes,12years,white,yes,22.0,0.0,2.0,24.241,west
10.0,yes,no,yes,>16years,white,no,13.0,0.0,3.0,111.999,northcentral
30.0,yes,no,yes,12years,white,no,40.0,,,41.0,northcentral
40.0,yes,no,yes,12years,white,no,32.0,0.0,0.0,60.0,west
0.0,yes,no,yes,9-11years,,yes,28.5,2.0,1.0,18.72,west
20.0,yes,no,yes,16years,white,no,12.0,1.0,1.0,48.0,other
0.0,no,no,no,12years,black,no,44.0,0.0,0.0,0.0,other
30.0,no,no,no,12years,white,no,3.0,0.0,0.0,10.0,west
0.0,no,no,no,<9years,white,no,22.0,0.0,2.0,0.0,other
40.0,no,no,no,<9years,white,no,29.0,0.0,0.0,12.0,south
32.0,yes,yes,yes,12years,white,no,46.0,0.0,0.0,0.0,northcentral
20.0,no,no,no,12years,white,no,29.0,0.0,2.0,0.0,other
45.0,no,no,yes,12years,white,no,14.0,0.0,0.0,0.0,south
40.0,no,no,no,9-11years,white,no,4.5,0.0,0.0,37.5,south
0.0,no,no,yes,12years,white,no,4.0,2.0,0.0,35.0,south
45.0,yes,yes,yes,16years,white,no,34.0,0.0,0.0,50.0,west
40.0,yes,yes,yes,16years,white,no,27.0,0.0,0.0,44.0,other
30.0,yes,yes,yes,16years,,yes,18.0,0.0,3.0,61.0,west
0.0,yes,no,yes,12years,white,no,18.0,0.0,3.0,18.0,other
32.0,yes,no,yes,12years,white,no,27.0,0.0,2.0,44.0,south
16.0,yes,no,yes,16years,,no,15.0,3.0,1.0,40.0,northcentral
0.0,no,no,no,12years,white,no,18.0,0.0,1.0,4.4,south
48.0,no,no,no,12years,white,no,17.0,1.0,2.0,15.0,west
40.0,no,no,yes,12years,,no,11.0,1.0,1.0,14.0,west
38.0,no,yes,no,>16years,white,no,23.0,0.0,0.0,0.0,other
0.0,yes,no,yes,12years,white,no,43.0,0.0,0.0,43.0,northcentral
40.0,yes,yes,yes,>16years,white,no,17.0,1.0,0.0,99.999,south
50.0,no,no,no,13-15years,white,no,10.0,0.0,0.0,16.5,northcentral
40.0,no,yes,yes,16years,white,yes,6.0,0.0,0.0,24.0,south
0.0,no,no,no,<9years,white,no,36.0,0.0,1.0,0.0,other
40.0,no,yes,no,16years,white,no,19.0,0.0,0.0,18.0,south
40.0,yes,no,yes,13-15years,white,no,7.0,0.0,0.0,35.0,south
40.0,no,yes,no,9-11years,white,no,20.5,0.0,2.0,17.0,south
40.0,yes,yes,yes,>16years,white,no,13.0,0.0,0.0,25.0,south
35.0,no,yes,no,12years,,no,19.0,0.0,2.0,20.0,west
25.0,no,no,no,12years,white,no,12.0,1.0,2.0,20.8,northcentral
45.0,no,yes,no,>16years,white,no,21.0,0.0,2.0,24.96,other
40.0,yes,yes,yes,13-15years,white,no,11.0,1.0,0.0,38.0,south
0.0,yes,no,yes,13-15years,white,no,19.0,0.0,2.0,60.0,west
40.0,no,yes,no,<9years,white,no,21.0,0.0,2.0,5.216,south
8.0,no,no,no,9-11years,white,yes,27.5,0.0,0.0,17.2,west
40.0,no,yes,yes,13-15years,black,no,25.0,1.0,1.0,16.6,south
37.0,no,yes,no,13-15years,white,no,24.0,1.0,1.0,1.583,south
40.0,yes,yes,yes,12years,white,no,44.0,0.0,0.0,7.24,south
0.0,yes,no,yes,13-15years,white,no,23.0,1.0,1.0,99.999,west
0.0,no,no,yes,13-15years,white,no,35.0,0.0,0.0,55.887,northcentral
40.0,no,yes,no,16years,white,no,22.0,0.0,0.0,0.0,south
0.0,no,no,no,12years,black,no,14.0,1.0,0.0,13.0,south
0.0,no,no,no,12years,white,no,41.0,0.0,0.0,0.0,west
0.0,no,no,no,12years,white,no,16.0,0.0,3.0,25.0,northcentral
40.0,no,yes,no,12years,white,no,34.0,,,35.0,south
38.0,yes,no,yes,12years,white,no,36.0,0.0,0.0,80.0,south
26.0,yes,no,yes,13-15years,white,no,39.0,0.0,0.0,65.0,west
0.0,no,no,yes,9-11years,white,no,41.5,0.0,0.0,0.0,other
40.0,yes,no,yes,13-15years,,no,19.0,,,20.0,other
26.0,yes,no,yes,13-15years,,no,30.0,0.0,0.0,18.8,south
45.0,yes,yes,yes,13-15years,white,no,29.0,0.0,0.0,35.5,west
40.0,no,yes,no,>16years,,no,11.0,0.0,0.0,12.0,other
50.0,yes,no,yes,13-15years,white,no,18.0,0.0,0.0,53.0,other
25.0,no,yes,no,13-15years,white,no,12.0,1.0,2.0,48.0,other
0.0,no,no,no,12years,white,no,35.0,0.0,0.0,0.0,northcentral
37.0,no,yes,no,9-11years,white,no,28.5,0.0,0.0,23.739,south
0.0,no,no,no,9-11years,white,no,40.5,0.0,0.0,35.0,northcentral
40.0,no,no,no,9-11years,white,no,29.5,0.0,0.0,14.0,south
40.0,no,yes,no,12years,white,no,21.0,0.0,2.0,32.403,northcentral
40.0,yes,no,yes,13-15years,white,no,22.0,0.0,1.0,42.0,northcentral
40.0,yes,yes,yes,13-15years,white,no,9.0,1.0,1.0,37.0,northcentral
43.0,no,yes,yes,12years,white,no,30.0,0.0,0.0,24.173,northcentral
0.0,yes,no,yes,12years,white,no,33.0,0.0,0.0,0.0,other
0.0,yes,no,yes,13-15years,black,no,19.0,0.0,0.0,22.0,south
40.0,yes,yes,yes,12years,black,no,27.0,0.0,0.0,36.0,south
40.0,no,yes,no,12years,white,no,19.0,0.0,2.0,19.5,south
20.0,no,no,no,16years,white,no,21.0,0.0,3.0,0.0,northcentral
0.0,no,no,no,<9years,other,no,46.0,0.0,0.0,8.06,west
40.0,yes,no,yes,13-15years,white,no,27.0,0.0,0.0,12.0,northcentral
16.0,yes,no,yes,13-15years,white,no,3.0,0.0,0.0,17.2,northcentral
40.0,no,no,no,13-15years,white,no,24.0,0.0,0.0,0.0,west
40.0,no,yes,no,13-15years,white,no,31.0,0.0,0.0,0.0,other
40.0,no,yes,yes,12years,white,no,15.0,0.0,1.0,55.0,west
27.0,yes,yes,yes,13-15years,white,no,18.0,0.0,2.0,41.0,west
0.0,no,no,no,12years,white,no,47.0,0.0,0.0,0.0,northcentral
40.0,no,no,yes,12years,black,no,34.0,0.0,0.0,15.418,south
40.0,no,yes,no,9-11years,black,no,44.5,0.0,0.0,0.0,south
0.0,yes,no,yes,13-15years,,no,38.0,0.0,0.0,0.0,west
0.0,no,no,no,<9years,white,no,12.0,2.0,2.0,0.0,other
12.0,yes,no,yes,13-15years,,no,11.0,1.0,0.0,13.0,northcentral
40.0,no,yes,no,12years,black,no,18.0,,,0.0,other
0.0,no,no,no,13-15years,white,no,28.0,0.0,0.0,30.0,south
24.0,no,no,no,12years,white,no,28.0,,,0.0,west
40.0,no,yes,no,13-15years,black,no,16.0,1.0,0.0,9.0,northcentral
0.0,yes,no,yes,12years,white,no,18.0,,,50.0,other
40.0,no,yes,yes,16years,white,no,20.0,0.0,2.0,29.0,south
40.0,yes,yes,yes,13-15years,white,no,16.0,0.0,3.0,40.0,west
40.0,no,yes,no,12years,white,no,14.0,0.0,2.0,21.0,south
0.0,yes,no,yes,13-15years,white,no,32.0,0.0,0.0,35.0,south
0.0,no,yes,yes,12years,white,no,41.0,0.0,0.0,0.0,south
40.0,yes,yes,yes,13-15years,white,no,26.0,,,48.78,other
40.0,no,yes,no,16years,,no,11.0,1.0,0.0,20.0,other
40.0,no,no,no,16years,white,no,18.0,1.0,1.0,7.7,northcentral
0.0,no,no,no,13-15years,white,no,45.0,,,0.0,other
0.0,yes,no,yes,13-15years,,no,17.0,0.0,1.0,56.3,other
33.0,yes,yes,yes,13-15years,white,no,38.0,0.0,0.0,28.0,northcentral
30.0,yes,no,yes,13-15years,white,no,19.0,0.0,2.0,34.0,northcentral
0.0,no,yes,no,12years,white,no,43.0,0.0,0.0,85.0,other
50.0,no,yes,no,>16years,white,no,9.0,2.0,0.0,0.0,west
40.0,no,yes,no,16years,white,no,2.0,,,0.0,south
40.0,yes,yes,yes,12years,white,no,14.0,0.0,0.0,38.0,northcentral
38.0,no,no,yes,<9years,white,yes,17.0,2.0,2.0,9.4,west
32.0,no,no,no,12years,white,no,10.0,1.0,1.0,6.0,northcentral
0.0,yes,no,yes,9-11years,white,no,19.5,0.0,0.0,19.0,west
20.0,yes,yes,yes,16years,white,no,26.0,0.0,0.0,35.0,other
40.0,no,yes,no,16years,white,no,36.0,0.0,0.0,0.0,west
0.0,no,no,no,9-11years,white,no,45.5,0.0,0.0,0.0,south
10.0,no,yes,no,13-15years,,no,9.0,2.0,0.0,38.0,northcentral
35.0,yes,yes,yes,<9years,white,no,43.0,0.0,0.0,25.435,south
45.0,no,no,no,16years,white,no,6.0,0.0,0.0,25.0,northcentral
40.0,no,yes,yes,13-15years,white,no,11.0,0.0,0.0,28.0,south
0.0,yes,no,yes,12years,black,no,38.0,0.0,0.0,24.5,other
84.0,no,no,no,12years,white,no,22.0,0.0,0.0,0.0,other
25.0,yes,no,yes,12years,white,no,9.0,1.0,2.0,12.0,south
50.0,no,yes,no,16years,white,no,40.0,0.0,0.0,0.0,northcentral
40.0,no,yes,no,13-15years,white,no,36.0,0.0,0.0,0.0,south
40.0,no,yes,no,16years,white,no,14.0,1.0,2.0,28.0,west
0.0,yes,no,yes,>16years,white,no,15.0,1.0,1.0,80.0,northcentral
0.0,no,no,no,12years,other,no,40.0,0.0,0.0,27.0,south
55.0,no,yes,no,>16years,white,no,9.0,1.0,0.0,0.0,northcentral
40.0,no,yes,no,16years,white,no,16.0,,,0.0,other
42.0,yes,yes,yes,13-15years,white,no,8.0,1.0,0.0,27.8,south
0.0,yes,no,yes,12years,white,no,12.0,0.0,2.0,52.0,other
0.0,no,no,no,16years,white,no,2.0,1.0,0.0,4.424,west
40.0,no,yes,no,<9years,white,no,36.0,0.0,0.0,17.0,other
0.0,no,no,no,<9years,white,no,43.0,,,0.0,northcentral
0.0,yes,no,yes,12years,,no,42.0,0.0,0.0,42.0,south
45.0,no,yes,yes,16years,white,no,35.0,0.0,0.0,18.333,west
60.0,yes,yes,yes,>16years,white,no,18.0,1.0,1.0,23.496,northcentral
38.0,yes,no,yes,12years,white,no,28.0,0.0,0.0,42.0,west
40.0,no,no,no,12years,white,no,21.0,,,22.0,south
42.0,yes,no,yes,12years,,no,35.0,0.0,0.0,22.0,south
0.0,no,yes,no,12years,white,no,46.0,0.0,0.0,0.0,northcentral
37.0,yes,no,yes,>16years,white,no,12.0,0.0,0.0,39.0,west
16.0,yes,no,yes,13-15years,white,no,25.0,0.0,0.0,47.61,northcentral
45.0,no,yes,no,16years,white,no,10.0,,,70.0,south
40.0,yes,yes,yes,12years,white,no,24.0,0.0,2.0,41.235,northcentral
40.0,yes,yes,yes,12years,black,no,15.0,0.0,1.0,20.0,south
30.0,yes,no,yes,13-15years,white,no,33.0,,,32.0,northcentral
0.0,yes,no,yes,13-15years,white,no,40.0,0.0,0.0,0.0,south
35.0,no,yes,no,13-15years,white,no,15.0,1.0,0.0,50.0,west
40.0,no,yes,no,9-11years,white,no,39.5,,,0.0,other
35.0,no,no,no,12years,white,no,19.0,0.0,1.0,12.0,other
30.0,yes,no,yes,13-15years,white,no,40.0,0.0,0.0,30.0,northcentral
16.0,no,yes,no,9-11years,white,no,31.5,0.0,0.0,32.0,other
28.0,yes,no,yes,12years,white,no,30.0,0.0,2.0,60.0,other
0.0,yes,no,yes,16years,white,no,14.0,2.0,0.0,44.6,south
19.0,no,no,no,12years,white,no,4.0,1.0,0.0,7.5,west
35.0,yes,yes,yes,9-11years,white,no,7.5,,,32.0,south
0.0,yes,no,yes,12years,white,no,44.0,0.0,0.0,0.0,northcentral
40.0,yes,yes,yes,12years,white,no,31.0,0.0,1.0,99.999,other
40.0,no,yes,no,9-11years,black,no,29.5,0.0,0.0,0.0,south
50.0,no,yes,no,13-15years,white,no,30.0,0.0,0.0,0.0,other
0.0,yes,no,yes,9-11years,,no,46.5,0.0,0.0,0.0,northcentral
30.0,yes,no,yes,12years,white,no,21.0,0.0,3.0,48.28,other
0.0,yes,no,yes,12years,white,no,13.0,2.0,0.0,35.0,other
0.0,no,no,no,12years,white,no,5.0,1.0,0.0,16.0,west
35.0,yes,no,yes,12years,white,no,17.0,0.0,3.0,35.124,other
0.0,no,no,no,9-11years,white,yes,13.5,1.0,1.0,0.0,other
24.0,yes,no,yes,16years,white,no,10.0,0.0,0.0,12.0,west
15.0,yes,no,yes,12years,white,no,45.0,0.0,0.0,0.21,other
43.0,no,yes,no,13-15years,,no,41.0,0.0,0.0,0.0,other
40.0,no,yes,no,16years,,no,38.0,0.0,1.0,31.0,west
50.0,yes,no,yes,>16years,white,no,27.0,,,2.0,south
0.0,no,no,no,12years,white,no,24.0,,,0.0,south
40.0,no,yes,no,>16years,white,no,29.0,0.0,0.0,0.0,other
47.0,no,yes,no,12years,white,no,13.0,0.0,1.0,18.0,south
40.0,yes,no,yes,12years,white,no,19.0,0.0,5.0,35.0,other
40.0,no,yes,no,12years,white,no,31.0,0.0,0.0,0.0,northcentral
0.0,yes,no,yes,13-15years,,no,2.0,2.0,0.0,12.2,northcentral
50.0,no,yes,no,16years,white,no,16.0,1.0,1.0,0.0,west
0.0,yes,no,yes,12years,white,no,21.0,1.0,2.0,38.08,northcentral
32.0,no,yes,no,12years,white,no,28.0,0.0,0.0,0.0,south
24.0,no,yes,no,13-15years,,no,4.0,,,0.0,south
40.0,yes,no,yes,>16years,white,yes,15.0,0.0,1.0,33.0,other
40.0,no,yes,yes,>16years,,no,8.0,,,7.7,south
40.0,no,yes,no,12years,white,no,15.0,0.0,2.0,20.0,other
40.0,yes,no,yes,9-11years,white,no,6.5,2.0,0.0,40.0,south
24.0,yes,no,yes,13-15years,white,no,2.0,2.0,0.0,8.7,other
0.0,no,no,no,>16years,white,no,40.0,0.0,0.0,0.0,northcentral
40.0,no,no,no,9-11years,,yes,7.5,1.0,0.0,20.0,west
0.0,yes,no,yes,16years,white,no,20.0,0.0,2.0,51.0,west
25.0,yes,no,yes,13-15years,white,no,17.0,0.0,2.0,35.0,south
25.0,no,no,no,9-11years,white,no,48.5,0.0,0.0,0.0,west
20.0,yes,yes,yes,>16years,white,no,21.0,0.0,4.0,41.6,other
20.0,yes,no,yes,13-15years,white,no,30.0,0.0,0.0,35.4,northcentral
20.0,yes,no,yes,16years,white,no,2.0,0.0,0.0,19.75,south
35.0,no,yes,no,13-15years,black,no,8.0,0.0,1.0,17.0,northcentral
20.0,no,no,no,16years,white,no,41.0,0.0,0.0,6.6,west
5.0,no,no,no,12years,,no,46.0,,,9.5,northcentral
40.0,yes,no,yes,12years,,no,18.0,1.0,0.0,27.0,west
40.0,no,yes,no,13-15years,white,no,21.0,0.0,2.0,0.45,south
45.0,yes,no,yes,12years,white,no,23.0,0.0,2.0,25.0,other
40.0,no,no,no,12years,white,no,18.0,1.0,1.0,60.0,west
38.0,no,no,yes,13-15years,white,no,13.0,0.0,1.0,30.0,northcentral
39.0,no,yes,no,16years,white,no,20.0,0.0,0.0,65.0,west
35.0,no,yes,no,9-11years,white,no,18.5,0.0,1.0,13.0,south
0.0,no,no,no,<9years,white,yes,47.0,0.0,0.0,0.0,west
0.0,no,yes,no,13-15years,white,no,6.0,0.0,0.0,18.0,south
16.0,yes,no,yes,12years,white,no,40.0,0.0,0.0,25.0,other
0.0,no,no,no,13-15years,white,no,39.0,0.0,0.0,0.0,west
30.0,no,no,no,12years,white,no,37.0,,,55.0,south
35.0,no,yes,yes,13-15years,white,no,38.0,0.0,0.0,31.14,west
0.0,yes,no,yes,<9years,white,yes,33.0,,,18.2,west
40.0,no,yes,no,13-15years,white,no,6.0,0.0,0.0,22.0,northcentral
40.0,yes,no,yes,13-15years,white,no,39.0,0.0,0.0,55.599,northcentral
0.0,no,no,no,12years,black,no,26.0,0.0,1.0,0.0,other
0.0,no,no,no,12years,,no,32.0,0.0,0.0,20.723,south
0.0,yes,no,yes,12years,white,no,20.0,0.0,3.0,70.0,other
42.0,no,yes,yes,12years,white,no,30.0,0.0,1.0,17.32,northcentral
34.0,yes,no,yes,13-15years,white,no,21.0,0.0,2.0,44.0,northcentral
40.0,no,yes,no,16years,white,no,18.0,0.0,2.0,14.106,northcentral
0.0,yes,no,yes,12years,white,no,25.0,0.0,0.0,54.0,northcentral
0.0,no,yes,no,16years,white,no,8.0,1.0,0.0,57.0,west
35.0,no,yes,no,12years,white,no,15.0,0.0,3.0,27.0,northcentral
0.0,no,no,no,<9years,white,yes,44.0,0.0,0.0,18.0,south
0.0,yes,no,yes,13-15years,white,no,30.0,0.0,1.0,18.402,south
40.0,no,yes,yes,16years,white,no,15.0,0.0,0.0,34.0,south
0.0,yes,no,yes,12years,white,no,47.0,0.0,0.0,0.0,west
40.0,yes,yes,yes,12years,white,no,30.0,0.0,0.0,33.0,other
40.0,no,yes,no,16years,white,no,4.0,1.0,0.0,24.0,south
40.0,no,yes,yes,9-11years,white,no,25.5,0.0,0.0,23.168,northcentral
0.0,no,no,no,12years,white,no,21.0,1.0,1.0,22.015,south
35.0,no,yes,no,9-11years,white,no,35.5,0.0,0.0,0.0,south
35.0,no,no,no,13-15years,white,no,4.0,0.0,0.0,0.0,west
0.0,no,no,yes,12years,white,no,46.0,0.0,0.0,20.8,south
40.0,yes,no,yes,13-15years,white,no,12.0,0.0,3.0,50.0,west
0.0,yes,no,yes,12years,white,no,46.0,,,0.6,west
32.0,yes,no,yes,12years,white,no,32.0,0.0,0.0,60.0,northcentral
0.0,no,no,no,12years,white,no,16.0,,,0.0,northcentral
40.0,no,no,yes,13-15years,white,no,0.0,0.0,0.0,23.0,northcentral
50.0,yes,no,yes,>16years,white,no,17.0,0.0,2.0,40.0,northcentral
0.0,yes,no,yes,12years,white,no,38.0,0.0,0.0,26.0,west
20.0,no,no,no,9-11years,white,no,44.5,0.0,0.0,0.0,northcentral
35.0,no,yes,no,>16years,white,no,38.0,,,0.0,other
0.0,yes,no,yes,12years,white,no,28.0,0.0,0.0,29.0,northcentral
0.0,no,no,no,9-11years,black,no,21.5,0.0,2.0,0.0,south
0.0,yes,no,yes,12years,white,no,25.0,1.0,1.0,26.0,west
40.0,yes,no,yes,16years,white,no,20.0,0.0,1.0,40.0,northcentral
40.0,yes,yes,yes,12years,,no,20.0,0.0,2.0,30.89,west
40.0,no,yes,yes,16years,white,no,6.0,0.0,0.0,16.0,northcentral
50.0,yes,yes,yes,16years,,no,5.0,0.0,0.0,12.5,northcentral
40.0,yes,yes,yes,13-15years,white,no,14.0,,,25.0,west
0.0,yes,no,yes,12years,white,no,40.0,0.0,0.0,27.0,other
0.0,no,no,no,12years,white,no,13.0,3.0,0.0,50.0,northcentral
35.0,no,yes,no,12years,white,no,18.0,1.0,0.0,6.0,west
40.0,yes,yes,yes,12years,white,no,26.0,,,20.0,west
60.0,no,yes,no,>16years,,no,32.0,0.0,0.0,20.0,west
20.0,yes,no,yes,12years,white,no,34.0,0.0,0.0,28.0,northcentral
40.0,yes,no,yes,13-15years,white,no,32.0,0.0,2.0,10.0,other
38.0,yes,no,yes,16years,white,no,18.0,0.0,1.0,40.0,south
0.0,yes,no,yes,12years,white,no,46.0,0.0,0.0,0.0,northcentral
20.0,yes,no,yes,12years,white,no,14.0,2.0,0.0,18.0,northcentral
35.0,no,no,no,13-15years,white,no,24.0,0.0,0.0,0.0,west
32.0,yes,no,yes,9-11years,white,yes,13.5,1.0,2.0,12.5,west
45.0,no,no,no,13-15years,white,no,20.0,0.0,0.0,30.0,northcentral
40.0,yes,no,yes,16years,white,no,14.0,2.0,0.0,23.0,west
0.0,no,no,no,13-15years,,no,16.0,1.0,1.0,0.0,south
40.0,yes,no,yes,12years,white,no,26.0,0.0,0.0,52.0,other
40.0,no,yes,no,>16years,white,no,19.0,0.0,4.0,0.0,other
0.0,yes,no,yes,12years,white,no,33.0,0.0,0.0,55.0,west
0.0,yes,no,yes,12years,white,no,27.0,0.0,0.0,0.0,west
0.0,yes,no,yes,>16years,white,no,6.0,1.0,0.0,64.1,other
40.0,no,yes,no,13-15years,white,no,43.0,0.0,0.0,0.0,south
32.0,yes,no,yes,12years,white,no,17.0,,,40.0,south
40.0,yes,no,yes,13-15years,black,no,25.0,,,0.0,west
0.0,yes,no,yes,12years,white,no,22.0,0.0,2.0,99.999,west
30.0,no,yes,no,12years,white,no,19.0,1.0,1.0,19.5,west
0.0,no,no,no,12years,white,no,8.0,1.0,0.0,25.0,south
40.0,yes,no,yes,13-15years,white,no,10.0,1.0,0.0,26.0,other
